# EulerBlock output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil
# 2022-09
# Rev: 2024-04

# Reference chord for forces
 1.00000000E+00
# Reference x-y coordinates for moments
 2.50000000E-01 0.00000000E+00
# Free-stream conditions (Mach and alpha [deg])
 8.50000000E-01 2.01069225E+00

# ilow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
-2.44018263E-01  2.57689162E+01 -1.85281916E+02  2.57616118E+01  6.60260104E-01
# x y Cp Mach
 1.26875755E+00 -7.63243202E-03  1.23975375E-01  6.58084998E-01
 1.31380944E+00 -7.54738622E-03  1.11224829E-01  6.70752064E-01
 1.36582678E+00 -7.30543859E-03  9.85979422E-02  6.82892261E-01
 1.42581423E+00 -6.88715912E-03  8.63130120E-02  6.94491000E-01
 1.49490418E+00 -6.27403089E-03  7.45567315E-02  7.05525101E-01
 1.57437019E+00 -5.44872056E-03  6.35237526E-02  7.15970369E-01
 1.66564257E+00 -4.39518326E-03  5.33527324E-02  7.25800810E-01
 1.77032662E+00 -3.09858459E-03  4.41285962E-02  7.35007692E-01
 1.89022428E+00 -1.54504617E-03  3.58939344E-02  7.43604729E-01
 2.02735968E+00  2.78754767E-04  2.86651241E-02  7.51603138E-01
 2.18400917E+00  2.38609483E-03  2.24562698E-02  7.58986922E-01
 2.36273638E+00  4.79078544E-03  1.71786254E-02  7.65817909E-01
 2.56643279E+00  7.50778755E-03  1.22854241E-02  7.72163149E-01
 2.79836435E+00  1.05538338E-02  8.78006146E-03  7.78229598E-01
 3.06222468E+00  1.39480443E-02  6.28207645E-03  7.83862093E-01
 3.36838683E+00  1.76764518E-02  3.90837126E-03  7.89159803E-01
 3.72414989E+00  2.17955958E-02  2.06634034E-03  7.94228689E-01
 4.13127979E+00  2.64120808E-02  7.05805557E-04  7.98991103E-01
 4.59627820E+00  3.15803611E-02 -2.86869710E-04  8.03456970E-01
 5.12696596E+00  3.73619237E-02 -9.41355266E-04  8.07619456E-01
 5.73235920E+00  4.38272540E-02 -1.39433612E-03  8.11514901E-01
 6.42278829E+00  5.10567146E-02 -1.67926830E-03  8.15138670E-01
 7.21006370E+00  5.91416457E-02 -1.87862027E-03  8.18518783E-01
 8.10767375E+00  6.81856905E-02 -2.04895469E-03  8.21672887E-01
 9.13101441E+00  7.83063432E-02 -2.21336813E-03  8.24619164E-01
 1.02976536E+01  8.96367329E-02 -2.57079163E-03  8.27419624E-01
 1.16276340E+01  1.02327668E-01 -3.47081530E-03  8.30420234E-01
 1.31438192E+01  1.16549970E-01 -7.72050352E-03  8.35450771E-01

# jlow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 4.33096506E-02  4.53553777E-01 -1.81614322E-01  4.51754960E-01  5.91963713E-02
# x y Cp Mach
 9.98630474E-01  4.21470547E-05  4.66036097E-01  5.27110202E-01
 9.93167374E-01  1.45593896E-04  4.57910942E-01  5.26000779E-01
 9.82301029E-01  1.07783701E-04  4.72698750E-01  5.19410073E-01
 9.66150493E-01 -5.00791631E-04  4.85940275E-01  5.12617530E-01
 9.44892715E-01 -2.18804884E-03  4.76939240E-01  5.14498964E-01
 9.18760600E-01 -5.41126618E-03  4.52394712E-01  5.29436038E-01
 8.88040455E-01 -1.04543955E-02  4.06810619E-01  5.55480880E-01
 8.53068858E-01 -1.73394863E-02  3.38974025E-01  5.93085499E-01
 8.14228965E-01 -2.57925552E-02  2.49658635E-01  6.41000710E-01
 7.71946313E-01 -3.52722806E-02  1.55224358E-01  6.91333367E-01
 7.26684161E-01 -4.50560356E-02  5.15289516E-02  7.40955372E-01
 6.78938409E-01 -5.43650569E-02 -6.25684534E-01  1.09976996E+00
 6.29232171E-01 -6.25017864E-02 -8.47402409E-01  1.27966454E+00
 5.78110039E-01 -6.89695790E-02 -7.12641315E-01  1.18636902E+00
 5.26132116E-01 -7.35486897E-02 -6.19932958E-01  1.13182870E+00
 4.73867884E-01 -7.63119624E-02 -5.46421991E-01  1.09035073E+00
 4.21889961E-01 -7.75768738E-02 -5.02086161E-01  1.06579748E+00
 3.70767829E-01 -7.78046510E-02 -4.97136225E-01  1.06271698E+00
 3.21061591E-01 -7.74689945E-02 -5.37397197E-01  1.08488090E+00
 2.73315839E-01 -7.69238802E-02 -6.02989077E-01  1.12221541E+00
 2.28053687E-01 -7.63004327E-02 -6.73826040E-01  1.16374980E+00
 1.85771035E-01 -7.54567810E-02 -7.27724906E-01  1.19597727E+00
 1.46931142E-01 -7.39934173E-02 -7.47724782E-01  1.20730859E+00
 1.11959545E-01 -7.13323047E-02 -6.98487072E-01  1.16974467E+00
 8.12394005E-02 -6.68439299E-02 -5.57468304E-01  1.08016363E+00
 5.51072846E-02 -5.99957079E-02 -2.75670560E-01  9.22732879E-01
 3.38495065E-02 -5.04900038E-02  1.49268868E-01  7.13292753E-01
 1.76989707E-02 -3.83616876E-02  6.85793664E-01  4.72502097E-01
 6.83262597E-03 -2.40132808E-02  1.19946996E+00  1.63784226E-01
 1.36952616E-03 -8.17867167E-03  1.21973247E+00  1.68857992E-01
 1.36952616E-03  2.09101184E-03  2.05252455E-01  6.37677864E-01
 6.83262597E-03  6.25335768E-03 -7.83384204E-01  9.80215310E-01
 1.76989707E-02  1.03615716E-02 -1.09585005E+00  1.25175044E+00
 3.38495065E-02  1.43945480E-02 -9.96727040E-01  1.20778142E+00
 5.51072846E-02  1.83492027E-02 -8.93113704E-01  1.14633144E+00
 8.12394005E-02  2.22397834E-02 -8.28735927E-01  1.10667179E+00
 1.11959545E-01  2.60914145E-02 -7.71814164E-01  1.07012400E+00
 1.46931142E-01  2.99287807E-02 -7.20562990E-01  1.03706585E+00
 1.85771035E-01  3.37620068E-02 -6.76968205E-01  1.00913975E+00
 2.28053687E-01  3.75725546E-02 -6.42076179E-01  9.87036437E-01
 2.73315839E-01  4.13021748E-02 -6.18554086E-01  9.72448084E-01
 3.21061591E-01  4.48475642E-02 -6.06554295E-01  9.65525751E-01
 3.70767829E-01  4.80624693E-02 -6.17782654E-01  9.73254561E-01
 4.21889961E-01  5.07677055E-02 -6.41786942E-01  9.89349843E-01
 4.73867884E-01  5.27681836E-02 -6.79268386E-01  1.01488047E+00
 5.26132116E-01  5.38747951E-02 -7.29146498E-01  1.04814424E+00
 5.78110039E-01  5.39281493E-02 -7.88327282E-01  1.08859603E+00
 6.29232171E-01  5.28208165E-02 -8.53384325E-01  1.13444269E+00
 6.78938409E-01  5.05149566E-02 -9.20927678E-01  1.18379466E+00
 7.26684161E-01  4.70529510E-02 -9.87919071E-01  1.23480256E+00
 7.71946313E-01  4.25597331E-02 -1.05186695E+00  1.28573399E+00
 8.14228965E-01  3.72367316E-02 -1.11102584E+00  1.33512477E+00
 8.53068858E-01  3.13484710E-02 -1.16414486E+00  1.38160320E+00
 8.88040455E-01  2.52037248E-02 -1.20774945E+00  1.42563642E+00
 9.18760600E-01  1.91335778E-02 -5.98644408E-01  7.73972308E-01
 9.44892715E-01  1.34687855E-02  2.00099057E-02  4.12066266E-01
 9.66150493E-01  8.51848752E-03  1.39738801E-01  3.23759519E-01
 9.82301029E-01  4.55176273E-03  1.87858236E-01  2.93482602E-01
 9.93167374E-01  1.78286610E-03  1.81682109E-01  3.01398385E-01
 9.98630474E-01  3.60415193E-04  1.68677970E-01  3.14208572E-01

# jhigh
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 4.02525919E+00 -1.10686396E-02 -2.82085950E-02 -1.52292058E-01  4.02239247E+00
# x y Cp Mach
 1.39765569E+01 -5.44958927E-01  1.45583958E-01  6.49717003E-01
 1.39452995E+01 -1.89922300E+00  8.07257255E-02  7.43762500E-01
 1.37509717E+01 -3.27139992E+00  2.74597532E-02  8.15194247E-01
 1.33949670E+01 -4.63384376E+00 -9.48015372E-03  8.63435774E-01
 1.28824544E+01 -5.96175946E+00 -3.04226696E-02  8.90704566E-01
 1.22215174E+01 -7.23329553E+00 -3.82707662E-02  9.01375363E-01
 1.14224202E+01 -8.42948985E+00 -3.69864117E-02  9.00618613E-01
 1.04969998E+01 -9.53412043E+00 -3.04160174E-02  8.93275035E-01
 9.45817758E+00 -1.05334985E+01 -2.16548994E-02  8.83193129E-01
 8.31957898E+00 -1.14162319E+01 -1.28228735E-02  8.72995914E-01
 7.09525137E+00 -1.21729804E+01 -5.11913230E-03  8.64158218E-01
 5.79946734E+00 -1.27962196E+01  9.50535288E-04  8.57266775E-01
 4.44660088E+00 -1.32800275E+01  5.34416258E-03  8.52338543E-01
 3.05106280E+00 -1.36199036E+01  8.23975703E-03  8.49141518E-01
 1.62728174E+00 -1.38126285E+01  9.79546323E-03  8.47480270E-01
 1.89716343E-01 -1.38561701E+01  9.61053715E-03  8.47545792E-01
-1.24711580E+00 -1.37496374E+01  7.41954418E-03  8.49681397E-01
-2.66860724E+00 -1.34932838E+01  2.80697955E-03  8.54629304E-01
-4.06004223E+00 -1.30885565E+01 -4.92624964E-03  8.63435062E-01
-5.40660532E+00 -1.25381863E+01 -1.66123950E-02  8.77236822E-01
-6.69342990E+00 -1.18463073E+01 -3.30017057E-02  8.96988597E-01
-7.90569847E+00 -1.10185953E+01 -5.45270187E-02  9.23173762E-01
-9.02880233E+00 -1.00624060E+01 -8.10707439E-02  9.55549518E-01
-1.00485643E+01 -8.98689267E+00 -1.11773274E-01  9.92968888E-01
-1.09515206E+01 -7.80308131E+00 -1.44940707E-01  1.03332498E+00
-1.17252523E+01 -6.52388072E+00 -1.78116548E-01  1.07365320E+00
-1.23587443E+01 -5.16400792E+00 -2.08335347E-01  1.11040060E+00
-1.28427492E+01 -3.73981672E+00 -2.32531355E-01  1.13986272E+00
-1.31701203E+01 -2.26902618E+00 -2.48031083E-01  1.15875639E+00
-1.33360844E+01 -7.70358099E-01 -2.53022665E-01  1.16482545E+00
-1.33384242E+01  7.36895728E-01 -2.46918940E-01  1.15731977E+00
-1.31775512E+01  2.23334551E+00 -2.30448067E-01  1.13715533E+00
-1.28564600E+01  3.69997832E+00 -2.05547697E-01  1.10672717E+00
-1.23805728E+01  5.11859890E+00 -1.74973550E-01  1.06940242E+00
-1.17574889E+01  6.47220516E+00 -1.41837573E-01  1.02891893E+00
-1.09966707E+01  7.74527607E+00 -1.09115868E-01  9.88818828E-01
-1.01090932E+01  8.92396198E+00 -7.92547976E-02  9.52026408E-01
-9.10689310E+00  9.99617834E+00 -5.39176924E-02  9.20593288E-01
-8.00304012E+00  1.09516139E+01 -3.39534894E-02  8.95582143E-01
-6.81105342E+00  1.17816710E+01 -1.95879354E-02  8.77197244E-01
-5.54477411E+00  1.24793589E+01 -1.04303983E-02  8.64896044E-01
-4.21819915E+00  1.30391624E+01 -5.83782259E-03  8.57686952E-01
-2.84537510E+00  1.34569054E+01 -4.49237717E-03  8.54175733E-01
-1.44034536E+00  1.37296276E+01 -5.16473184E-03  8.53092215E-01
-1.71411116E-02  1.38554875E+01 -6.86837374E-03  8.53490282E-01
 1.41019636E+00  1.38337031E+01 -8.45828726E-03  8.54519612E-01
 2.82757507E+00  1.36645373E+01 -9.92870496E-03  8.56154713E-01
 4.22080793E+00  1.33493306E+01 -1.15456323E-02  8.58698134E-01
 5.57557860E+00  1.28905845E+01 -1.42618663E-02  8.62898269E-01
 6.87743237E+00  1.22920912E+01 -1.86699505E-02  8.69327518E-01
 8.11180592E+00  1.15591076E+01 -2.49908315E-02  8.78116677E-01
 9.26410972E+00  1.06985652E+01 -3.27775345E-02  8.88637867E-01
 1.03198759E+01  9.71930571E+00 -4.07463585E-02  8.99216405E-01
 1.12649829E+01  8.63233237E+00 -4.65398284E-02  9.06908647E-01
 1.20859680E+01  7.45105957E+00 -4.68196444E-02  9.07553831E-01
 1.27704351E+01  6.19154528E+00 -3.75884512E-02  8.96125966E-01
 1.33075667E+01  4.87268488E+00 -1.49689361E-02  8.67516239E-01
 1.36887466E+01  3.51634144E+00  2.36413286E-02  8.17640131E-01
 1.39082976E+01  2.14737895E+00  7.76146839E-02  7.43664507E-01
 1.39643368E+01  7.93552182E-01  1.34656764E-01  6.40430559E-01
