# EulerBlock output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil
# 2022-09
# Rev: 2024-04

# Reference chord for forces
 1.00000000E+00
# Reference x-y coordinates for moments
 2.50000000E-01 0.00000000E+00
# Free-stream conditions (Mach and alpha [deg])
 8.50000000E-01 2.01069225E+00

# ilow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
-1.98119791E-01  2.57872400E+01 -1.85441550E+02  2.57783140E+01  7.06773228E-01
# x y Cp Mach
 3.06388107E+00  1.00226545E-02  1.43964723E-02  8.32788110E-01
 3.37024736E+00  1.31025444E-02  1.16180303E-02  8.35143731E-01
 3.72621661E+00  1.64890676E-02  9.04320468E-03  8.37308365E-01
 4.13356474E+00  2.02845632E-02  7.11390557E-03  8.39121801E-01
 4.59879540E+00  2.45351748E-02  5.52143540E-03  8.40710002E-01
 5.12973063E+00  2.92924076E-02  4.50356256E-03  8.42082788E-01
 5.73538777E+00  3.46152998E-02  3.53779341E-03  8.43158152E-01
 6.42609844E+00  4.05712033E-02  2.84867285E-03  8.44077503E-01
 7.21367446E+00  4.72367212E-02  2.22264659E-03  8.44949349E-01
 8.11160565E+00  5.46988323E-02  1.74060770E-03  8.45667950E-01
 9.13528954E+00  6.30562034E-02  1.20831790E-03  8.46473169E-01
 1.03022958E+01  7.24207013E-02  4.68788515E-04  8.47258175E-01
 1.16326691E+01  8.29191256E-02 -9.12391449E-04  8.48425356E-01
 1.31492749E+01  9.46951876E-02 -3.41202331E-03  8.50234391E-01

# ihigh
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 1.98175696E-01 -2.57104312E+01  1.85018577E+02 -2.57015544E+01 -7.04022442E-01
# x y Cp Mach
 1.00032377E+00 -6.12215556E-05  1.68414033E-01  3.15596997E-01
 1.00192299E+00 -2.64213077E-04  2.40433710E-01  3.01356912E-01
 1.00445410E+00 -5.30407145E-04  2.46428318E-01  3.20164150E-01
 1.00745495E+00 -8.26892967E-04  2.53819371E-01  3.41154064E-01
 1.01130034E+00 -1.19742270E-03  2.55347673E-01  3.65534947E-01
 1.01580208E+00 -1.60857543E-03  2.55370322E-01  3.91334946E-01
 1.02092244E+00 -2.04363042E-03  2.53654015E-01  4.17515309E-01
 1.02673474E+00 -2.49709337E-03  2.51016215E-01  4.43001453E-01
 1.03337313E+00 -2.96752318E-03  2.46470415E-01  4.67085341E-01
 1.04100405E+00 -3.45344798E-03  2.40749170E-01  4.89241408E-01
 1.04981910E+00 -3.95208765E-03  2.34046679E-01  5.09459412E-01
 1.06003538E+00 -4.45896354E-03  2.26764144E-01  5.27820652E-01
 1.07189813E+00 -4.96773942E-03  2.19855222E-01  5.44593842E-01
 1.08568471E+00 -5.47018448E-03  2.08853376E-01  5.61292294E-01
 1.10170969E+00 -5.95622720E-03  1.98605801E-01  5.76561316E-01
 1.12033081E+00 -6.41407510E-03  1.88036083E-01  5.91237303E-01
 1.14195587E+00 -6.83038453E-03  1.76942136E-01  6.05416271E-01
 1.16705034E+00 -7.19047489E-03  1.65348020E-01  6.19137335E-01
 1.19614578E+00 -7.47858934E-03  1.53337063E-01  6.32400837E-01
 1.22984879E+00 -7.67820658E-03  1.41048969E-01  6.45168467E-01
 1.26885048E+00 -7.77240310E-03  1.28656761E-01  6.57417720E-01
 1.31393635E+00 -7.74425257E-03  1.16256502E-01  6.69185205E-01
 1.36599660E+00 -7.57723350E-03  1.03959415E-01  6.80498859E-01
 1.42603706E+00 -7.25560192E-03  9.19108881E-02  6.91363592E-01
 1.49519113E+00 -6.76468109E-03  8.02515890E-02  7.01775891E-01
 1.57473326E+00 -6.09102560E-03  6.91271988E-02  7.11718034E-01
 1.66609442E+00 -5.22243298E-03  5.86930571E-02  7.21162896E-01
 1.77088043E+00 -4.14779651E-03  4.90749918E-02  7.30091825E-01
 1.89089360E+00 -2.85681300E-03  4.03700703E-02  7.38495913E-01
 2.02815829E+00 -1.33957792E-03  3.26340580E-02  7.46382245E-01
 2.18495100E+00  4.13897270E-04  2.58808455E-02  7.53765214E-01
 2.36383547E+00  2.41421248E-03  2.00831161E-02  7.60621691E-01
 2.56770330E+00  4.67311925E-03  1.52173468E-02  7.67004488E-01
 2.79982056E+00  7.20405383E-03  1.07025618E-02  7.72962205E-01
 3.06388107E+00  1.00226545E-02  7.44149258E-03  7.78681914E-01
 3.37024736E+00  1.31025444E-02  5.28826586E-03  7.84099518E-01
 3.72621661E+00  1.64890676E-02  2.98457548E-03  7.89254074E-01
 4.13356474E+00  2.02845632E-02  1.36653288E-03  7.94113966E-01
 4.59879540E+00  2.45351748E-02  1.64510024E-04  7.98698890E-01
 5.12973063E+00  2.92924076E-02 -6.32901356E-04  8.02995296E-01
 5.73538777E+00  3.46152998E-02 -1.24916757E-03  8.07062086E-01
 6.42609844E+00  4.05712033E-02 -1.64475463E-03  8.10869096E-01
 7.21367446E+00  4.72367212E-02 -1.93615257E-03  8.14451492E-01
 8.11160565E+00  5.46988323E-02 -2.15022102E-03  8.17813743E-01
 9.13528954E+00  6.30562034E-02 -2.37405982E-03  8.21001572E-01
 1.03022958E+01  7.24207013E-02 -2.84343361E-03  8.24078669E-01
 1.16326691E+01  8.29191256E-02 -3.97377810E-03  8.27420502E-01
 1.31492749E+01  9.46951876E-02 -8.89627154E-03  8.33157223E-01

# jlow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 5.38796774E-02  4.87172309E-01 -2.01819992E-01  4.84981933E-01  7.09394298E-02
# x y Cp Mach
 9.98630474E-01  4.21470484E-05  4.56982335E-01  5.22007101E-01
 9.93167374E-01  1.45593865E-04  4.51722994E-01  5.19360235E-01
 9.82301029E-01  1.07783624E-04  4.67557773E-01  5.11978591E-01
 9.66150493E-01 -5.00791770E-04  4.81466006E-01  5.04656155E-01
 9.44892715E-01 -2.18804905E-03  4.73183238E-01  5.06125646E-01
 9.18760600E-01 -5.41126647E-03  4.49694878E-01  5.20721374E-01
 8.88040455E-01 -1.04543959E-02  4.05491332E-01  5.46340834E-01
 8.53068858E-01 -1.73394867E-02  3.39448652E-01  5.83473178E-01
 8.14228965E-01 -2.57925556E-02  2.52496203E-01  6.30764860E-01
 7.71946313E-01 -3.52722810E-02  1.60873444E-01  6.80302259E-01
 7.26684161E-01 -4.50560360E-02  7.24248446E-02  7.24120820E-01
 6.78938409E-01 -5.43650573E-02 -5.89534474E-01  1.06526012E+00
 6.29232171E-01 -6.25017867E-02 -8.80502101E-01  1.29676673E+00
 5.78110039E-01 -6.89695792E-02 -7.77470675E-01  1.22396085E+00
 5.26132116E-01 -7.35486897E-02 -6.89771705E-01  1.17043036E+00
 4.73867884E-01 -7.63119624E-02 -6.08618090E-01  1.12318988E+00
 4.21889961E-01 -7.75768736E-02 -5.51799548E-01  1.09104495E+00
 3.70767829E-01 -7.78046508E-02 -5.28620339E-01  1.07793161E+00
 3.21061591E-01 -7.74689942E-02 -5.66632439E-01  1.09887910E+00
 2.73315839E-01 -7.69238799E-02 -6.29209839E-01  1.13495273E+00
 2.28053687E-01 -7.63004323E-02 -6.97766136E-01  1.17563292E+00
 1.85771035E-01 -7.54567806E-02 -7.50515692E-01  1.20758903E+00
 1.46931142E-01 -7.39934168E-02 -7.70223663E-01  1.21898364E+00
 1.11959545E-01 -7.13323042E-02 -7.21381175E-01  1.18107717E+00
 8.12394005E-02 -6.68439295E-02 -5.83297544E-01  1.09215783E+00
 5.51072846E-02 -5.99957076E-02 -3.05889388E-01  9.35395313E-01
 3.38495065E-02 -5.04900035E-02  1.18852211E-01  7.25593758E-01
 1.76989707E-02 -3.83616874E-02  6.42555176E-01  4.90081397E-01
 6.83262597E-03 -2.40132807E-02  1.15649844E+00  1.89495437E-01
 1.36952616E-03 -8.17867162E-03  1.23286090E+00  1.25328626E-01
 1.36952616E-03  3.22983969E-03  6.32377319E-01  5.06912612E-01
 6.83262597E-03  9.59294218E-03 -2.75447269E-01  8.21295097E-01
 1.76989707E-02  1.56791684E-02 -6.87809179E-01  1.04739130E+00
 3.38495065E-02  2.13443696E-02 -7.80913705E-01  1.12647303E+00
 5.51072846E-02  2.64970681E-02 -7.95754996E-01  1.14763918E+00
 8.12394005E-02  3.11051308E-02 -8.05853431E-01  1.15946309E+00
 1.11959545E-01  3.51913995E-02 -8.07849067E-01  1.16297884E+00
 1.46931142E-01  3.88191771E-02 -7.99810492E-01  1.15892369E+00
 1.85771035E-01  4.20703777E-02 -7.85735767E-01  1.15042305E+00
 2.28053687E-01  4.50205193E-02 -7.69049371E-01  1.13998741E+00
 2.73315839E-01  4.77153098E-02 -7.53370607E-01  1.13014079E+00
 3.21061591E-01  5.01532567E-02 -7.42171016E-01  1.12311954E+00
 3.70767829E-01  5.22776041E-02 -7.38904189E-01  1.12163959E+00
 4.21889961E-01  5.39791857E-02 -7.48975346E-01  1.12822924E+00
 4.73867884E-01  5.51098271E-02 -7.71203942E-01  1.14285005E+00
 5.26132116E-01  5.55040944E-02 -8.05230712E-01  1.16544798E+00
 5.78110039E-01  5.50058063E-02 -8.49677769E-01  1.19550332E+00
 6.29232171E-01  5.34950351E-02 -9.02413595E-01  1.23211732E+00
 6.78938409E-01  5.09113970E-02 -9.60393345E-01  1.27378076E+00
 7.26684161E-01  4.72702268E-02 -1.02041828E+00  1.31872612E+00
 7.71946313E-01  4.26695310E-02 -1.07954490E+00  1.36509460E+00
 8.14228965E-01  3.72871597E-02 -1.13541933E+00  1.41112608E+00
 8.53068858E-01  3.13691129E-02 -1.18638854E+00  1.45510086E+00
 8.88040455E-01  2.52110521E-02 -1.23750137E+00  1.50988803E+00
 9.18760600E-01  1.91357456E-02 -9.85022145E-01  1.10632396E+00
 9.44892715E-01  1.34692887E-02 -5.42644935E-02  4.55940043E-01
 9.66150493E-01  8.51857051E-03  1.12823167E-01  3.46248693E-01
 9.82301029E-01  4.55177087E-03  1.76557772E-01  3.08285387E-01
 9.93167374E-01  1.78286642E-03  1.79551425E-01  3.06667131E-01
 9.98630474E-01  3.60415197E-04  1.68414039E-01  3.15596982E-01

# jhigh
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 4.18253017E+00 -6.62351612E-02 -2.59093112E-02 -2.12942622E-01  4.17763104E+00
# x y Cp Mach
 1.39811492E+01 -5.67309128E-01  1.47984195E-01  6.45742484E-01
 1.39479019E+01 -1.91984768E+00  8.38178319E-02  7.39448218E-01
 1.37519509E+01 -3.29007111E+00  3.09324428E-02  8.10689801E-01
 1.33947227E+01 -4.65042176E+00 -5.88267253E-03  8.58959851E-01
 1.28813981E+01 -5.97619059E+00 -2.69253857E-02  8.86477931E-01
 1.22200537E+01 -7.24560653E+00 -3.50389355E-02  8.97573550E-01
 1.14209313E+01 -8.43977993E+00 -3.41224627E-02  8.97358760E-01
 1.04958331E+01 -9.54255168E+00 -2.79625295E-02  8.90612646E-01
 9.45763586E+00 -1.05402854E+01 -1.96108680E-02  8.81127117E-01
 8.31991294E+00 -1.14216301E+01 -1.11535651E-02  8.71482380E-01
 7.09665466E+00 -1.21772758E+01 -3.76392157E-03  8.63120254E-01
 5.80207330E+00 -1.27997169E+01  2.07615429E-03  8.56602965E-01
 4.45048091E+00 -1.32830390E+01  6.30911959E-03  8.51945384E-01
 3.05622629E+00 -1.36227386E+01  9.13015215E-03  8.48908861E-01
 1.63367731E+00 -1.38155822E+01  1.06972439E-02  8.47296205E-01
 1.97234506E-01 -1.38595128E+01  1.05720650E-02  8.47325973E-01
-1.23863856E+00 -1.37536037E+01  8.46262288E-03  8.49355750E-01
-2.65938267E+00 -1.34980624E+01  3.93174255E-03  8.54159811E-01
-4.05032264E+00 -1.30942796E+01 -3.74014626E-03  8.62820910E-01
-5.39667358E+00 -1.25449198E+01 -1.54124378E-02  8.76523990E-01
-6.68358702E+00 -1.18540426E+01 -3.18703181E-02  8.96277920E-01
-7.89624837E+00 -1.10272423E+01 -5.35883299E-02  9.22625034E-01
-9.02003396E+00 -1.00717895E+01 -8.04945628E-02  9.55380130E-01
-1.00407314E+01 -8.99675235E+00 -1.11770823E-01  9.93443971E-01
-1.09448202E+01 -7.81307759E+00 -1.45745935E-01  1.03473562E+00
-1.17198025E+01 -6.53360630E+00 -1.79955386E-01  1.07628308E+00
-1.23545651E+01 -5.17300653E+00 -2.11386120E-01  1.11448043E+00
-1.28397463E+01 -3.74760854E+00 -2.36883800E-01  1.14551883E+00
-1.31680761E+01 -2.27513920E+00 -2.53653000E-01  1.16596290E+00
-1.33346581E+01 -7.74363146E-01 -2.59743085E-01  1.17337735E+00
-1.33371619E+01  7.35349095E-01 -2.54435723E-01  1.16684318E+00
-1.31759064E+01  2.23449592E+00 -2.38355890E-01  1.14715374E+00
-1.28538243E+01  3.70392585E+00 -2.13399974E-01  1.11666080E+00
-1.23763132E+01  5.12528796E+00 -1.82338877E-01  1.07876325E+00
-1.17509894E+01  6.48141879E+00 -1.48356657E-01  1.03729185E+00
-1.09873733E+01  7.75664264E+00 -1.14542897E-01  9.95918896E-01
-1.00965357E+01  8.93697326E+00 -8.34720995E-02  9.57711257E-01
-9.09073935E+00  1.00102171E+01 -5.69339395E-02  9.24858451E-01
-7.98310131E+00  1.09659884E+01 -3.58633112E-02  8.98543321E-01
-6.78729935E+00  1.17956524E+01 -2.05845991E-02  8.79059125E-01
-5.51733413E+00  1.24922202E+01 -1.07601489E-02  8.65920829E-01
-4.18735391E+00  1.30502139E+01 -5.80331767E-03  8.58175004E-01
-2.81154056E+00  1.34655266E+01 -4.49863833E-03  8.54446137E-01
-1.40405094E+00  1.37352933E+01 -5.31665975E-03  8.53321043E-01
 2.09962228E-02  1.38577869E+01 -7.23099406E-03  8.53804404E-01
 1.44950011E+00  1.38323532E+01 -9.00068380E-03  8.54955693E-01
 2.86733790E+00  1.36593884E+01 -1.05908798E-02  8.56698290E-01
 4.26031956E+00  1.33403673E+01 -1.22252222E-02  8.59279961E-01
 5.61415217E+00  1.28779206E+01 -1.48618380E-02  8.63426932E-01
 6.91442825E+00  1.22759603E+01 -1.90950821E-02  8.69681792E-01
 8.14665264E+00  1.15398498E+01 -2.51375779E-02  8.78154044E-01
 9.29632164E+00  1.06766108E+01 -3.25315307E-02  8.88206880E-01
 1.03490673E+01  9.69515669E+00 -4.00081863E-02  8.98180152E-01
 1.12908785E+01  8.60654163E+00 -4.52405382E-02  9.05170295E-01
 1.21084093E+01  7.42420912E+00 -4.49349605E-02  9.05078894E-01
 1.27893830E+01  6.16422362E+00 -3.51838518E-02  8.92970029E-01
 1.33231004E+01  4.84546415E+00 -1.22824578E-02  8.63845659E-01
 1.37010578E+01  3.48975490E+00  2.63880372E-02  8.13563730E-01
 1.39176809E+01  2.12189929E+00  7.97728623E-02  7.38791148E-01
 1.39711761E+01  7.69571249E-01  1.35241959E-01  6.34906439E-01
