# EulerBlock output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil
# 2022-09
# Rev: 2024-04

# Reference chord for forces
 1.00000000E+00
# Reference x-y coordinates for moments
 2.50000000E-01 0.00000000E+00
# Free-stream conditions (Mach and alpha [deg])
 8.50000000E-01 3.17811095E+00

# ilow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
-2.46462967E-01  2.57823579E+01 -1.85570169E+02  2.57563690E+01  1.18329157E+00
# x y Cp Mach
 1.02674118E+00 -5.38600923E-04  2.31723438E-01  3.95310453E-01
 1.03339646E+00 -6.41455257E-04  2.27021872E-01  4.14242622E-01
 1.04104918E+00 -7.48064575E-04  2.21203083E-01  4.32854103E-01
 1.04989482E+00 -8.57775798E-04  2.15350789E-01  4.51048691E-01
 1.06015408E+00 -9.69380804E-04  2.07246715E-01  4.69098445E-01
 1.07207556E+00 -1.08097123E-03  2.01042711E-01  4.86313859E-01
 1.08593960E+00 -1.18977750E-03  1.90085130E-01  5.04294348E-01
 1.10206338E+00 -1.29198073E-03  1.82101557E-01  5.21615847E-01
 1.12080668E+00 -1.38249398E-03  1.71175603E-01  5.39157606E-01
 1.14257869E+00 -1.45472189E-03  1.60435003E-01  5.55922062E-01
 1.16784544E+00 -1.50032247E-03  1.49459760E-01  5.72189583E-01
 1.19713811E+00 -1.50900817E-03  1.38217949E-01  5.87921920E-01
 1.23106191E+00 -1.46843040E-03  1.26771903E-01  6.03085117E-01
 1.27030560E+00 -1.36418715E-03  1.15208145E-01  6.17678053E-01
 1.31565139E+00 -1.17997586E-03  1.03619647E-01  6.31717815E-01
 1.36798547E+00 -8.97887060E-04  9.21111134E-02  6.45217032E-01
 1.42830923E+00 -4.98804474E-04  8.08188232E-02  6.58167087E-01
 1.49775141E+00  3.71454931E-05  6.99002603E-02  6.70546209E-01
 1.57758190E+00  7.30162947E-04  5.95126473E-02  6.82332468E-01
 1.66922746E+00  1.60042669E-03  4.98083114E-02  6.93503689E-01
 1.77429029E+00  2.66787888E-03  4.09331013E-02  7.04037206E-01
 1.89456972E+00  3.95216989E-03  3.29889106E-02  7.13923576E-01
 2.03208795E+00  5.47276800E-03  2.59551746E-02  7.23143619E-01
 2.18912008E+00  7.24922198E-03  1.97117099E-02  7.31857629E-01
 2.36822918E+00  9.30155387E-03  1.38422888E-02  7.40019782E-01
 2.57230681E+00  1.16507522E-02  9.51241341E-03  7.47808790E-01
 2.80461957E+00  1.43193383E-02  6.51951266E-03  7.55035142E-01
 3.06886221E+00  1.73319839E-02  3.42782360E-03  7.61824329E-01
 3.37540645E+00  2.07267818E-02  1.42426107E-03  7.68254027E-01
 3.73154904E+00  2.45622950E-02 -2.21530588E-04  7.74463929E-01
 4.13905988E+00  2.88969760E-02 -1.30897439E-03  7.80317810E-01
 4.60444675E+00  3.37855189E-02 -2.09075300E-03  7.85880149E-01
 5.13553345E+00  3.92918409E-02 -2.52290027E-03  7.91108257E-01
 5.74133845E+00  4.54893869E-02 -2.77676029E-03  7.96049816E-01
 6.43219433E+00  5.24620275E-02 -2.86840194E-03  8.00690473E-01
 7.21991370E+00  6.03052723E-02 -2.87526837E-03  8.05056633E-01
 8.11798700E+00  6.91277261E-02 -2.88974680E-03  8.09191767E-01
 9.14181235E+00  7.90527842E-02 -2.98447408E-03  8.13156178E-01
 1.03089599E+01  9.02205837E-02 -3.50546412E-03  8.17116313E-01
 1.16394746E+01  1.02790236E-01 -5.04980359E-03  8.21683990E-01
 1.31562224E+01  1.16942373E-01 -1.20124090E-02  8.29898468E-01

# jlow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 6.85477738E-02  3.66481412E-01 -1.13682921E-01  3.62117477E-01  8.87601002E-02
# x y Cp Mach
 9.98630474E-01 -7.25820707E-05  4.33267166E-01  5.29091265E-01
 9.93167374E-01 -4.09705584E-04  3.98886220E-01  5.42058894E-01
 9.82301029E-01 -1.25869441E-03  3.96390867E-01  5.45681649E-01
 9.66150493E-01 -2.92214423E-03  3.92251137E-01  5.47052043E-01
 9.44892715E-01 -5.74755836E-03  3.77261932E-01  5.55321142E-01
 9.18760600E-01 -1.00275660E-02  3.47769037E-01  5.71916872E-01
 8.88040455E-01 -1.59065906E-02  3.02180332E-01  5.97235377E-01
 8.53068858E-01 -2.33160547E-02  2.40373334E-01  6.30330889E-01
 8.14228965E-01 -3.19539891E-02  1.67077372E-01  6.67625929E-01
 7.71946313E-01 -4.13150371E-02  4.33598491E-03  7.35255327E-01
 7.26684161E-01 -5.07655094E-02 -8.66750806E-01  1.26384796E+00
 6.78938409E-01 -5.96478610E-02 -9.26197833E-01  1.33827004E+00
 6.29232171E-01 -6.73920719E-02 -8.21953019E-01  1.25796348E+00
 5.78110039E-01 -7.36094659E-02 -7.34689990E-01  1.20322140E+00
 5.26132116E-01 -7.81480185E-02 -6.47516995E-01  1.15138438E+00
 4.73867884E-01 -8.10964539E-02 -5.72812080E-01  1.10874801E+00
 4.21889961E-01 -8.27356510E-02 -5.26385053E-01  1.08281223E+00
 3.70767829E-01 -8.34476184E-02 -5.17940204E-01  1.07790729E+00
 3.21061591E-01 -8.36019736E-02 -5.56405466E-01  1.09917829E+00
 2.73315839E-01 -8.34452960E-02 -6.12404524E-01  1.13117968E+00
 2.28053687E-01 -8.30186639E-02 -6.67219486E-01  1.16309449E+00
 1.85771035E-01 -8.21230558E-02 -7.06349307E-01  1.18585121E+00
 1.46931142E-01 -8.03422374E-02 -7.01199243E-01  1.18044773E+00
 1.11959545E-01 -7.71203939E-02 -6.34694194E-01  1.13455632E+00
 8.12394005E-02 -7.18797465E-02 -4.70513908E-01  1.03527087E+00
 5.51072846E-02 -6.41543237E-02 -1.69133966E-01  8.73906215E-01
 3.38495065E-02 -5.37119251E-02  2.40446404E-01  6.73624554E-01
 1.76989707E-02 -4.06380852E-02  7.65001619E-01  4.36855185E-01
 6.83262597E-03 -2.53631907E-02  1.22303710E+00  1.42244690E-01
 1.36952616E-03 -8.62534113E-03  1.20809227E+00  1.78355014E-01
 1.36952616E-03  2.70364024E-03  3.39360555E-01  6.18607101E-01
 6.83262597E-03  8.02874922E-03 -6.38748310E-01  9.53251750E-01
 1.76989707E-02  1.31327432E-02 -1.03560913E+00  1.23454023E+00
 3.38495065E-02  1.79459243E-02 -1.02667750E+00  1.25763679E+00
 5.51072846E-02  2.24924898E-02 -9.59058439E-01  1.22559519E+00
 8.12394005E-02  2.68883559E-02 -8.96927618E-01  1.18771970E+00
 1.11959545E-01  3.13110331E-02 -8.26296248E-01  1.14160442E+00
 1.46931142E-01  3.59473591E-02 -7.48393978E-01  1.09094166E+00
 1.85771035E-01  4.09306327E-02 -6.71109655E-01  1.04177321E+00
 2.28053687E-01  4.62819080E-02 -6.00611354E-01  9.97195147E-01
 2.73315839E-01  5.18701142E-02 -5.52043569E-01  9.68012831E-01
 3.21061591E-01  5.74021888E-02 -5.42619736E-01  9.63372301E-01
 3.70767829E-01  6.24482769E-02 -5.88736562E-01  9.92372268E-01
 4.21889961E-01  6.64995376E-02 -6.68145024E-01  1.04240464E+00
 4.73867884E-01  6.90488571E-02 -7.68377898E-01  1.10716082E+00
 5.26132116E-01  6.96793954E-02 -8.79259943E-01  1.18283625E+00
 5.78110039E-01  6.81435983E-02 -9.90589615E-01  1.26428995E+00
 6.29232171E-01  6.44166606E-02 -1.09296856E+00  1.34559540E+00
 6.78938409E-01  5.87132011E-02 -1.17920357E+00  1.42035219E+00
 7.26684161E-01  5.14631358E-02 -1.24490406E+00  1.48226752E+00
 7.71946313E-01  4.32509072E-02 -1.28969033E+00  1.52734528E+00
 8.14228965E-01  3.47296159E-02 -1.30803213E+00  1.54948675E+00
 8.53068858E-01  2.65266271E-02 -6.72856298E-01  8.05020376E-01
 8.88040455E-01  1.91588156E-02  1.41402133E-02  4.09991855E-01
 9.18760600E-01  1.29734155E-02  1.30937216E-01  3.22995971E-01
 9.44892715E-01  8.12491588E-03  1.80992471E-01  2.70153902E-01
 9.66150493E-01  4.59077032E-03  2.04159336E-01  2.41054180E-01
 9.82301029E-01  2.22049596E-03  2.16046664E-01  2.48126012E-01
 9.93167374E-01  8.05787372E-04  1.88149408E-01  2.74812608E-01
 9.98630474E-01  1.55036033E-04  1.46079905E-01  3.03431881E-01

# jhigh
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 4.16738497E+00  3.78047908E-02 -5.30115926E-02 -1.93293428E-01  4.16307151E+00
# x y Cp Mach
 1.39893677E+01 -5.43440461E-01  1.48430380E-01  6.44819716E-01
 1.39586283E+01 -1.89550564E+00  8.38181751E-02  7.39067142E-01
 1.37653421E+01 -3.26574961E+00  3.07414655E-02  8.10627527E-01
 1.34108127E+01 -4.62665812E+00 -6.19054238E-03  8.59012665E-01
 1.29000963E+01 -5.95352723E+00 -2.73393457E-02  8.86586187E-01
 1.22411542E+01 -7.22455600E+00 -3.55822071E-02  8.97731938E-01
 1.14441305E+01 -8.42079638E+00 -3.48092014E-02  8.97581926E-01
 1.05207527E+01 -9.52601066E+00 -2.88048373E-02  8.90902643E-01
 9.48384754E+00 -1.05264722E+01 -2.06089843E-02  8.81478038E-01
 8.34696309E+00 -1.14107362E+01 -1.22955783E-02  8.71880878E-01
 7.12408623E+00 -1.21694012E+01 -5.03124598E-03  8.63552432E-01
 5.82944425E+00 -1.27948780E+01  7.26590502E-04  8.57054876E-01
 4.47737868E+00 -1.32811791E+01  4.96233884E-03  8.52400862E-01
 3.08227845E+00 -1.36237396E+01  7.83655091E-03  8.49386193E-01
 1.65855892E+00 -1.38192780E+01  9.45707954E-03  8.47835802E-01
 2.20672530E-01 -1.38657020E+01  9.41041301E-03  8.48028040E-01
-1.21686315E+00 -1.37620623E+01  7.24582754E-03  8.50378352E-01
-2.63943503E+00 -1.35085563E+01  2.51445629E-03  8.55693520E-01
-4.03231634E+00 -1.31065762E+01 -5.56278825E-03  8.65054298E-01
-5.38067517E+00 -1.25587995E+01 -1.77915751E-02  8.79580891E-01
-6.66962312E+00 -1.18693084E+01 -3.48748147E-02  9.00183484E-01
-7.88431536E+00 -1.10437281E+01 -5.71785459E-02  9.27282254E-01
-9.01011018E+00 -1.00893651E+01 -8.45113719E-02  9.60561950E-01
-1.00327911E+01 -9.01532454E+00 -1.15944650E-01  9.98805807E-01
-1.09388481E+01 -7.83258587E+00 -1.49723825E-01  1.03984486E+00
-1.17158075E+01 -6.55401336E+00 -1.83343989E-01  1.08066696E+00
-1.23525905E+01 -5.19428298E+00 -2.13813164E-01  1.11769232E+00
-1.28398743E+01 -3.76971327E+00 -2.38064052E-01  1.14721191E+00
-1.31704261E+01 -2.29799731E+00 -2.53445164E-01  1.16596213E+00
-1.33393754E+01 -7.97844504E-01 -2.58183058E-01  1.17172569E+00
-1.33443988E+01  7.11447254E-01 -2.51719330E-01  1.16379402E+00
-1.31857968E+01  2.21045903E+00 -2.34818554E-01  1.14312590E+00
-1.28664546E+01  3.68012210E+00 -2.09433464E-01  1.11214663E+00
-1.23916935E+01  5.10215706E+00 -1.78324322E-01  1.07423574E+00
-1.17690292E+01  6.45944996E+00 -1.44602555E-01  1.03313175E+00
-1.10078655E+01  7.73634369E+00 -1.11244793E-01  9.92373519E-01
-1.01191519E+01  8.91883420E+00 -8.07033041E-02  9.54884173E-01
-9.11503726E+00  9.99467258E+00 -5.46719056E-02  9.22725859E-01
-8.00854496E+00  1.09533831E+01 -3.39865388E-02  8.96998135E-01
-6.81328938E+00  1.17862143E+01 -1.88272752E-02  8.77894628E-01
-5.54324573E+00  1.24860435E+01 -8.96042962E-03  8.64959265E-01
-4.21257831E+00  1.30472553E+01 -3.68098408E-03  8.57225598E-01
-2.83552577E+00  1.34656140E+01 -2.21905254E-03  8.53554738E-01
-1.42633747E+00  1.37381468E+01 -3.05758728E-03  8.52545188E-01
 7.48380214E-04  1.38630508E+01 -4.62765788E-03  8.53002734E-01
 1.43149623E+00  1.38396333E+01 -6.33449247E-03  8.54301069E-01
 2.85164668E+00  1.36682935E+01 -8.18144643E-03  8.56386170E-01
 4.24688507E+00  1.33505479E+01 -1.04056404E-02  8.59499102E-01
 5.60281835E+00  1.28891019E+01 -1.37440379E-02  8.64246162E-01
 6.90497354E+00  1.22879649E+01 -1.86572053E-02  8.71028296E-01
 8.13883071E+00  1.15526075E+01 -2.52234070E-02  8.79831867E-01
 9.28990358E+00  1.06901533E+01 -3.29034046E-02  8.89916439E-01
 1.03438800E+01  9.70959835E+00 -4.03294683E-02  8.99549777E-01
 1.12868340E+01  8.62204743E+00 -4.51979640E-02  9.05844033E-01
 1.21055216E+01  7.44095401E+00 -4.42957980E-02  9.04788704E-01
 1.27877684E+01  6.18234839E+00 -3.39263601E-02  8.91656579E-01
 1.33229616E+01  4.86503406E+00 -1.05532461E-02  8.61682562E-01
 1.37026531E+01  3.51072696E+00  2.80452412E-02  8.11056421E-01
 1.39212822E+01  2.14410365E+00  8.02119160E-02  7.34997580E-01
 1.39770208E+01  7.92710196E-01  1.32195529E-01  6.30472766E-01
