# EulerBlock output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil
# 2022-09
# Rev: 2024-04

# Reference chord for forces
 1.00000000E+00
# Reference x-y coordinates for moments
 2.50000000E-01 0.00000000E+00
# Free-stream conditions (Mach and alpha [deg])
 8.50000000E-01 4.01069311E+00

# ilow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 1.89573358E-01  2.57072039E+01 -1.84976346E+02  2.56309880E+01  1.98713900E+00
# x y Cp Mach
# x y Cp Mach
 1.00023838E+00 -3.82808265E-05 -5.25360190E-01  9.48771102E-01
 1.00170179E+00 -2.10163381E-04 -2.23956591E-01  7.89308794E-01
 1.00415707E+00 -4.69589878E-04 -5.57460187E-02  7.12501383E-01
 1.00712074E+00 -7.72742662E-04  2.55987722E-02  6.82291761E-01
 1.01093706E+00 -1.15882176E-03  6.46006648E-02  6.67984940E-01
 1.01538755E+00 -1.59727188E-03  8.53544028E-02  6.65430911E-01
 1.02041903E+00 -2.07533925E-03  9.56015935E-02  6.65162919E-01
 1.02609992E+00 -2.59271528E-03  1.01945654E-01  6.65399151E-01
 1.03256409E+00 -3.15441082E-03  1.05426061E-01  6.66496794E-01
 1.03997869E+00 -3.76652646E-03  1.04851588E-01  6.69261799E-01
 1.04853633E+00 -4.43488509E-03  1.00024204E-01  6.74231021E-01
 1.05845552E+00 -5.16454277E-03  9.40156778E-02  6.79817061E-01
 1.06998356E+00 -5.95948908E-03  8.86441480E-02  6.85019380E-01
 1.08340071E+00 -6.82242901E-03  8.45499126E-02  6.89691933E-01
 1.09902535E+00 -7.75462848E-03  8.09482611E-02  6.94202646E-01
 1.11722003E+00 -8.75581895E-03  7.74568005E-02  6.98692008E-01
 1.13839820E+00 -9.82416748E-03  7.38142823E-02  7.03087886E-01
 1.16303161E+00 -1.09563275E-02  7.16095882E-02  7.07190101E-01
 1.19165841E+00 -1.21475867E-02  6.85502334E-02  7.11320908E-01
 1.22489164E+00 -1.33921250E-02  6.69256369E-02  7.15170833E-01
 1.26342834E+00 -1.46833854E-02  6.38646293E-02  7.19393086E-01
 1.30805903E+00 -1.60145441E-02  6.07402727E-02  7.23644245E-01
 1.35967774E+00 -1.73790507E-02  5.73793998E-02  7.28042052E-01
 1.41929281E+00 -1.87711888E-02  5.35291699E-02  7.32660787E-01
 1.48803876E+00 -2.01866005E-02  4.95367762E-02  7.37314936E-01
 1.56718984E+00 -2.16227175E-02  4.52536770E-02  7.42098473E-01
 1.65817572E+00 -2.30790552E-02  4.07348804E-02  7.46993284E-01
 1.76260003E+00 -2.45573473E-02  3.60402340E-02  7.51980576E-01
 1.88226224E+00 -2.60615207E-02  3.12478542E-02  7.57027004E-01
 2.01918351E+00 -2.75975352E-02  2.64910288E-02  7.62073365E-01
 2.17563699E+00 -2.91731265E-02  2.19047010E-02  7.67051657E-01
 2.35418311E+00 -3.07974919E-02  1.76628562E-02  7.71879966E-01
 2.55771033E+00 -3.24809579E-02  1.38745509E-02  7.76472197E-01
 2.78948182E+00 -3.42346662E-02  1.04886921E-02  7.80767721E-01
 3.05318882E+00 -3.60703003E-02  7.64210277E-03  7.84935698E-01
 3.35919005E+00 -3.82689240E-02  5.64851072E-03  7.88945344E-01
 3.71478645E+00 -4.09085540E-02  3.82580274E-03  7.92779881E-01
 4.12175615E+00 -4.37911792E-02  2.55849067E-03  7.96335610E-01
 4.58659719E+00 -4.69258388E-02  1.71186411E-03  7.99631999E-01
 5.11712919E+00 -5.03343168E-02  1.20754204E-03  8.02684972E-01
 5.72236767E+00 -5.40415808E-02  9.58450449E-04  8.05522729E-01
 6.41264262E+00 -5.80751795E-02  8.82116622E-04  8.08182898E-01
 7.19976435E+00 -6.24652947E-02  8.65515853E-04  8.10730369E-01
 8.09722115E+00 -6.72449210E-02  7.67162043E-04  8.13273307E-01
 9.12040909E+00 -7.24501185E-02  3.64771373E-04  8.15997769E-01
 1.02868963E+01 -7.81203211E-02 -7.25628302E-04  8.19212388E-01
 1.16167259E+01 -8.42986947E-02 -3.78570594E-03  8.23843545E-01
 1.31327618E+01 -9.10325457E-02 -1.23235367E-02  8.33328843E-01

# jlow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 7.28812010E-02  9.94538886E-01 -3.33915909E-01  9.87005770E-01  1.42263399E-01
# x y Cp Mach
 9.98630474E-01  6.85262521E-05  5.73830583E-02  7.81988550E-01
 9.93167374E-01  3.11429791E-04  1.69170975E-01  7.27997530E-01
 9.82301029E-01  6.78302309E-04  2.33658109E-01  6.94272078E-01
 9.66150493E-01  9.53204486E-04  2.79890927E-01  6.71166982E-01
 9.44892715E-01  8.61463431E-04  3.08694298E-01  6.56432391E-01
 9.18760600E-01  1.15336305E-04  3.24758322E-01  6.48404021E-01
 8.88040455E-01 -1.54186097E-03  3.21615606E-01  6.48889692E-01
 8.53068858E-01 -4.29914622E-03  3.05776269E-01  6.57433475E-01
 8.14228965E-01 -8.25072928E-03  2.76365852E-01  6.72593712E-01
 7.71946313E-01 -1.33773702E-02  2.33231083E-01  6.94620026E-01
 7.26684161E-01 -1.95349680E-02  1.75327989E-01  7.23767711E-01
 6.78938409E-01 -2.64513274E-02  1.02799857E-01  7.59942137E-01
 6.29232171E-01 -3.37351149E-02  2.80087208E-02  7.97662560E-01
 5.78110039E-01 -4.09024719E-02 -4.52669963E-02  8.33313769E-01
 5.26132116E-01 -4.74246793E-02 -2.89198404E-01  9.48184607E-01
 4.73867884E-01 -5.27943836E-02 -6.28439471E-01  1.14937315E+00
 4.21889961E-01 -5.66000374E-02 -5.93209321E-01  1.12862861E+00
 3.70767829E-01 -5.85916981E-02 -4.99149166E-01  1.07500926E+00
 3.21061591E-01 -5.87196069E-02 -3.89044933E-01  1.01603332E+00
 2.73315839E-01 -5.71319435E-02 -2.70930232E-01  9.54013026E-01
 2.28053687E-01 -5.41290833E-02 -1.56132564E-01  8.94906889E-01
 1.85771035E-01 -5.00851694E-02 -4.91205551E-02  8.40831705E-01
 1.46931142E-01 -4.53589241E-02  4.65723712E-02  7.92348737E-01
 1.11959545E-01 -4.02198707E-02  1.33104678E-01  7.47828803E-01
 8.12394005E-02 -3.48113552E-02  2.17869634E-01  7.03030806E-01
 5.51072846E-02 -2.91592253E-02  3.15442578E-01  6.49901131E-01
 3.38495065E-02 -2.32191309E-02  4.53870217E-01  5.73819406E-01
 1.76989707E-02 -1.69420689E-02  6.67766715E-01  4.56642386E-01
 6.83262597E-03 -1.03321261E-02  1.04855298E+00  2.58124752E-01
 1.36952616E-03 -3.47461971E-03  1.35586448E+00  8.03100675E-02
 1.36952616E-03  3.28734294E-03  8.52007977E-01  4.35185539E-01
 6.83262597E-03  9.84059696E-03 -7.95180831E-02  7.54064419E-01
 1.76989707E-02  1.63251777E-02 -5.02433278E-01  9.74521302E-01
 3.38495065E-02  2.26828990E-02 -6.39753414E-01  1.07118986E+00
 5.51072846E-02  2.88434646E-02 -6.84259020E-01  1.10854795E+00
 8.12394005E-02  3.47290173E-02 -7.17837089E-01  1.13400470E+00
 1.11959545E-01  4.02615553E-02 -7.47447404E-01  1.15466430E+00
 1.46931142E-01  4.53685970E-02 -7.72856694E-01  1.17259095E+00
 1.85771035E-01  4.99831304E-02 -7.96597468E-01  1.18831026E+00
 2.28053687E-01  5.40368043E-02 -8.20839779E-01  1.20467021E+00
 2.73315839E-01  5.74492351E-02 -8.47452051E-01  1.22280920E+00
 3.21061591E-01  6.01193309E-02 -8.78325632E-01  1.24406807E+00
 3.70767829E-01  6.19250725E-02 -9.14624665E-01  1.26944357E+00
 4.21889961E-01  6.27356892E-02 -9.56431391E-01  1.29930928E+00
 4.73867884E-01  6.24354416E-02 -1.00243097E+00  1.33312914E+00
 5.26132116E-01  6.09531687E-02 -1.05031130E+00  1.36959589E+00
 5.78110039E-01  5.82885565E-02 -1.09740229E+00  1.40693073E+00
 6.29232171E-01  5.45262412E-02 -1.14105334E+00  1.44303504E+00
 6.78938409E-01  4.98325199E-02 -1.17928444E+00  1.47599139E+00
 7.26684161E-01  4.44352644E-02 -1.21119657E+00  1.50455195E+00
 7.71946313E-01  3.85933339E-02 -1.23705806E+00  1.52844639E+00
 8.14228965E-01  3.25650711E-02 -1.25789540E+00  1.54820201E+00
 8.53068858E-01  2.65850504E-02 -1.27512106E+00  1.56487234E+00
 8.88040455E-01  2.08543430E-02 -1.29017439E+00  1.57968944E+00
 9.18760600E-01  1.55438556E-02 -1.30415147E+00  1.59365946E+00
 9.44892715E-01  1.08051815E-02 -1.31750416E+00  1.60720062E+00
 9.66150493E-01  6.78097933E-03 -1.33039690E+00  1.62063355E+00
 9.82301029E-01  3.60805917E-03 -1.33680608E+00  1.62661010E+00
 9.93167374E-01  1.41045934E-03 -1.16037236E+00  1.43730530E+00
 9.98630474E-01  2.84911197E-04 -5.25360189E-01  9.48771100E-01

# jhigh
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 3.90105545E+00 -6.51246990E-01 -3.22409818E-02 -9.22502242E-01  3.84595188E+00
# x y Cp Mach
 1.39551428E+01 -7.62939535E-01  1.48625671E-01  6.47116408E-01
 1.39033032E+01 -2.11419623E+00  8.58587489E-02  7.37638760E-01
 1.36887496E+01 -3.47990306E+00  3.62978595E-02  8.05238699E-01
 1.33136269E+01 -4.83255502E+00  3.32984214E-03  8.49419087E-01
 1.27837825E+01 -6.14765002E+00 -1.41611432E-02  8.73320992E-01
 1.21078782E+01 -7.40375775E+00 -1.95334566E-02  8.81909519E-01
 1.12966366E+01 -8.58243756E+00 -1.69211229E-02  8.80576862E-01
 1.03622204E+01 -9.66805845E+00 -1.00911005E-02  8.74065088E-01
 9.31773826E+00 -1.06475606E+01 -1.90204581E-03  8.65905882E-01
 8.17686648E+00 -1.15101883E+01  5.84609881E-03  8.58293771E-01
 6.95357515E+00 -1.22472173E+01  1.22783881E-02  8.52257160E-01
 5.66194439E+00 -1.28516952E+01  1.70463307E-02  8.48035071E-01
 4.31605712E+00 -1.33182089E+01  2.03013348E-02  8.45366404E-01
 2.92995277E+00 -1.36426898E+01  2.22236459E-02  8.43877557E-01
 1.51762698E+00 -1.38222645E+01  2.29276190E-02  8.43310760E-01
 9.30616107E-02 -1.38551546E+01  2.14273741E-02  8.44038246E-01
-1.32972986E+00 -1.37406288E+01  1.81124557E-02  8.46086621E-01
-2.73665635E+00 -1.34790049E+01  1.29106351E-02  8.50196311E-01
-4.11351676E+00 -1.30716990E+01  5.22830551E-03  8.57490898E-01
-5.44599455E+00 -1.25213151E+01 -5.79432686E-03  8.69245627E-01
-6.71969154E+00 -1.18317663E+01 -2.10287914E-02  8.86598999E-01
-7.92021127E+00 -1.10084150E+01 -4.11005714E-02  9.10265891E-01
-9.03329983E+00 -1.00582164E+01 -6.61413490E-02  9.40275046E-01
-1.00450475E+01 -8.98984604E+00 -9.55777641E-02  9.75774278E-01
-1.09421500E+01 -7.81379226E+00 -1.28005807E-01  1.01495039E+00
-1.17122198E+01 -6.54239065E+00 -1.61223669E-01  1.05510428E+00
-1.23441336E+01 -5.18978251E+00 -1.92442089E-01  1.09287783E+00
-1.28283907E+01 -3.77178254E+00 -2.18642169E-01  1.12463018E+00
-1.31574559E+01 -2.30564937E+00 -2.37037629E-01  1.14695849E+00
-1.33260538E+01 -8.09763079E-01 -2.45536667E-01  1.15728085E+00
-1.33313872E+01  6.96775017E-01 -2.43173538E-01  1.15436352E+00
-1.31732550E+01  2.19459436E+00 -2.30250246E-01  1.13857820E+00
-1.28540572E+01  3.66452574E+00 -2.08309388E-01  1.11182925E+00
-1.23786883E+01  5.08805456E+00 -1.79823148E-01  1.07714402E+00
-1.17543293E+01  6.44772357E+00 -1.47779780E-01  1.03811515E+00
-1.09901634E+01  7.72745925E+00 -1.15198158E-01  9.98324518E-01
-1.00970439E+01  8.91280647E+00 -8.46948648E-02  9.60878327E-01
-9.08714429E+00  9.99106747E+00 -5.82201526E-02  9.28111256E-01
-7.97362115E+00  1.09513516E+01 -3.70163975E-02  9.01430660E-01
-6.77031028E+00  1.17845501E+01 -2.17280024E-02  8.81411093E-01
-5.49147347E+00  1.24832562E+01 -1.24393868E-02  8.67884018E-01
-4.15160302E+00  1.30416498E+01 -8.69007885E-03  8.60063922E-01
-2.76528580E+00  1.34553702E+01 -8.81895960E-03  8.56544170E-01
-1.34712219E+00  1.37213937E+01 -1.17048838E-02  8.56203216E-01
 8.83082991E-02  1.38379319E+01 -1.55660081E-02  8.57805896E-01
 1.52644632E+00  1.38043637E+01 -1.87752516E-02  8.60227244E-01
 2.95272989E+00  1.36212087E+01 -2.11262118E-02  8.63365710E-01
 4.35256394E+00  1.32901466E+01 -2.36463041E-02  8.67743594E-01
 5.71129699E+00  1.28140866E+01 -2.72919465E-02  8.73996586E-01
 7.01421996E+00  1.21972836E+01 -3.27374156E-02  8.82582412E-01
 8.24660191E+00  1.14454980E+01 -4.00507193E-02  8.93350900E-01
 9.39377708E+00  1.05661925E+01 -4.85290762E-02  9.05338702E-01
 1.04412965E+01  9.56875577E+00 -5.66382147E-02  9.16546724E-01
 1.13751565E+01  8.46473935E+00 -6.17961072E-02  9.23774306E-01
 1.21821135E+01  7.26809399E+00 -6.05832258E-02  9.22760398E-01
 1.28500957E+01  5.99538555E+00 -4.91402096E-02  9.08566805E-01
 1.33687160E+01  4.66597012E+00 -2.43034317E-02  8.76350781E-01
 1.37298938E+01  3.30210174E+00  1.56590331E-02  8.20383134E-01
 1.39285874E+01  1.92893947E+00  6.44015662E-02  7.31039448E-01
 1.39636373E+01  5.74407563E-01  1.30351751E-01  6.36913154E-01
