# EulerBlock output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil
# 2022-09
# Rev: 2024-04

# Reference chord for forces
 1.00000000E+00
# Reference x-y coordinates for moments
 2.50000000E-01 0.00000000E+00
# Free-stream conditions (Mach and alpha [deg])
 8.50000000E-01 1.52758570E+00

# ilow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
-7.73970899E-02  2.56643073E+01 -1.84218662E+02  2.56572496E+01  6.06795718E-01
# x y Cp Mach
 1.22530792E+00 -3.88678290E-03  1.26759474E-01  7.76509366E-01
 1.26357389E+00 -3.88583937E-03  1.13502421E-01  7.83424911E-01
 1.30787208E+00 -3.80105437E-03  1.00838528E-01  7.90030914E-01
 1.35909569E+00 -3.62258912E-03  8.88581431E-02  7.96293395E-01
 1.41825352E+00 -3.34226282E-03  7.76377418E-02  8.02183275E-01
 1.48648165E+00 -2.95382743E-03  6.72488277E-02  8.07673038E-01
 1.56505670E+00 -2.45308516E-03  5.77489064E-02  8.12741083E-01
 1.65541113E+00 -1.83785298E-03  4.91710834E-02  8.17375731E-01
 1.75915147E+00 -1.10779877E-03  4.15277787E-02  8.21573902E-01
 1.87807983E+00 -2.64187796E-04  3.48095941E-02  8.25341264E-01
 2.01421955E+00  6.90416562E-04  2.89833728E-02  8.28690268E-01
 2.16984528E+00  1.75245593E-03  2.39812730E-02  8.31638596E-01
 2.34751820E+00  2.91764958E-03  1.97044309E-02  8.34224700E-01
 2.55012666E+00  4.18121550E-03  1.60937551E-02  8.36474008E-01
 2.78093295E+00  5.53802906E-03  1.30781592E-02  8.38418804E-01
 3.04362666E+00  6.98271712E-03  1.05710719E-02  8.40103529E-01
 3.34862006E+00  8.51139550E-03  8.44231986E-03  8.41579906E-01
 3.70322373E+00  1.01434663E-02  6.75134569E-03  8.42825606E-01
 4.10916144E+00  1.19018693E-02  5.43558381E-03  8.43873706E-01
 4.57291811E+00  1.37916343E-02  4.31275154E-03  8.44790832E-01
 5.10230685E+00  1.58183520E-02  3.44533558E-03  8.45556120E-01
 5.70633742E+00  1.79881438E-02  2.76874476E-03  8.46198666E-01
 6.39533393E+00  2.03074827E-02  2.22690413E-03  8.46741560E-01
 7.18110041E+00  2.27830614E-02  1.81247338E-03  8.47206990E-01
 8.07711853E+00  2.54216747E-02  1.42637561E-03  8.47616336E-01
 9.09877723E+00  2.82301015E-02  1.11475173E-03  8.47999623E-01
 1.02636370E+01  3.12149749E-02  7.20779482E-04  8.48402904E-01
 1.15917328E+01  3.43826378E-02  8.98831595E-05  8.48965409E-01
 1.31059197E+01  3.77389758E-02 -1.04236629E-03  8.49877105E-01

# ihigh
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 7.74116112E-02 -2.56282009E+01  1.84035544E+02 -2.56211564E+01 -6.05818668E-01
# x y Cp Mach
 1.00031229E+00 -2.51739229E-05  3.52607792E-01  4.58736847E-01
 1.00189888E+00 -1.17148313E-04  3.96428495E-01  4.64658132E-01
 1.00443246E+00 -2.44136037E-04  3.58900688E-01  4.98894693E-01
 1.00744181E+00 -3.87682207E-04  3.32281841E-01  5.29829004E-01
 1.01129278E+00 -5.67976522E-04  3.12302955E-01  5.55800486E-01
 1.01578677E+00 -7.69896721E-04  2.96055811E-01  5.77363568E-01
 1.02087724E+00 -9.85940673E-04  2.82013149E-01  5.95481194E-01
 1.02663065E+00 -1.21386535E-03  2.69110567E-01  6.11128099E-01
 1.03317581E+00 -1.45335198E-03  2.56709502E-01  6.25023242E-01
 1.04067443E+00 -1.70398062E-03  2.44412275E-01  6.37691399E-01
 1.04931370E+00 -1.96449893E-03  2.32017612E-01  6.49500461E-01
 1.05930654E+00 -2.23250594E-03  2.19428825E-01  6.60705801E-01
 1.07089444E+00 -2.50424549E-03  2.06618023E-01  6.71479646E-01
 1.08435153E+00 -2.77447015E-03  1.93597508E-01  6.81931874E-01
 1.09998982E+00 -3.03638039E-03  1.80419911E-01  6.92124269E-01
 1.11816532E+00 -3.28165080E-03  1.67155875E-01  7.02097468E-01
 1.13928498E+00 -3.50055817E-03  1.53899027E-01  7.11866765E-01
 1.16381435E+00 -3.68222342E-03  1.40753102E-01  7.21414315E-01
 1.19228589E+00 -3.81496980E-03  1.27821585E-01  7.30700701E-01
 1.22530792E+00 -3.88678290E-03  1.15210083E-01  7.39671661E-01
 1.26357389E+00 -3.88583937E-03  1.03024530E-01  7.48271626E-01
 1.30787208E+00 -3.80105437E-03  9.13548054E-02  7.56459075E-01
 1.35909569E+00 -3.62258912E-03  8.02769754E-02  7.64207190E-01
 1.41825352E+00 -3.34226282E-03  6.98602846E-02  7.71497905E-01
 1.48648165E+00 -2.95382743E-03  6.01728035E-02  7.78316344E-01
 1.56505670E+00 -2.45308516E-03  5.12759762E-02  7.84651038E-01
 1.65541113E+00 -1.83785298E-03  4.32144297E-02  7.90496413E-01
 1.75915147E+00 -1.10779877E-03  3.60125234E-02  7.95853928E-01
 1.87807983E+00 -2.64187796E-04  2.96686974E-02  8.00736182E-01
 2.01421955E+00  6.90416562E-04  2.41442002E-02  8.05176721E-01
 2.16984528E+00  1.75245593E-03  1.93845415E-02  8.09219798E-01
 2.34751820E+00  2.91764958E-03  1.53535370E-02  8.12889205E-01
 2.55012666E+00  4.18121550E-03  1.20065017E-02  8.16209674E-01
 2.78093295E+00  5.53802906E-03  9.27119124E-03  8.19205112E-01
 3.04362666E+00  6.98271712E-03  7.09621106E-03  8.21918700E-01
 3.34862006E+00  8.51139550E-03  5.11869259E-03  8.24448865E-01
 3.70322373E+00  1.01434663E-02  3.66797574E-03  8.26838101E-01
 4.10916144E+00  1.19018693E-02  2.67303818E-03  8.29021175E-01
 4.57291811E+00  1.37916343E-02  1.72679401E-03  8.31012891E-01
 5.10230685E+00  1.58183520E-02  1.05561677E-03  8.32834650E-01
 5.70633742E+00  1.79881438E-02  5.64596775E-04  8.34500968E-01
 6.39533393E+00  2.03074827E-02  2.07763413E-04  8.36024847E-01
 7.18110041E+00  2.27830614E-02 -6.22131396E-05  8.37424958E-01
 8.07711853E+00  2.54216747E-02 -2.84502463E-04  8.38717258E-01
 9.09877723E+00  2.82301015E-02 -4.73434065E-04  8.39916802E-01
 1.02636370E+01  3.12149749E-02 -7.23674632E-04  8.41070389E-01
 1.15917328E+01  3.43826378E-02 -1.22252533E-03  8.42336424E-01
 1.31059197E+01  3.77389758E-02 -3.06301327E-03  8.44448276E-01

# jlow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 9.82040787E-03  5.75727440E-01 -1.36740739E-01  5.75261035E-01  2.51647989E-02
# x y Cp Mach
 9.98630474E-01 -6.96674734E-05  4.87795997E-01  5.64892388E-01
 9.93167374E-01 -3.61556097E-04  4.19148645E-01  5.98437307E-01
 9.82301029E-01 -9.95827276E-04  3.79930654E-01  6.20945062E-01
 9.66150493E-01 -2.06424090E-03  3.52119069E-01  6.35803849E-01
 9.44892715E-01 -3.68252242E-03  3.27376561E-01  6.48457738E-01
 9.18760600E-01 -5.96718880E-03  3.00866500E-01  6.61943376E-01
 8.88040455E-01 -9.00952229E-03  2.69365755E-01  6.77954175E-01
 8.53068858E-01 -1.28502195E-02  2.30745803E-01  6.97508193E-01
 8.14228965E-01 -1.74583555E-02  1.83551897E-01  7.21231418E-01
 7.71946313E-01 -2.27179744E-02  1.27290345E-01  7.49283946E-01
 7.26684161E-01 -2.84248523E-02  6.86833410E-02  7.78674959E-01
 6.78938409E-01 -3.42948176E-02  1.38070817E-02  8.05524712E-01
 6.29232171E-01 -3.99835778E-02 -4.54531988E-02  8.32190743E-01
 5.78110039E-01 -4.51164464E-02 -5.19091008E-01  1.07625643E+00
 5.26132116E-01 -4.93248838E-02 -7.16288593E-01  1.20463015E+00
 4.73867884E-01 -5.22855972E-02 -6.40312093E-01  1.15979679E+00
 4.21889961E-01 -5.37572533E-02 -5.62777406E-01  1.11506137E+00
 3.70767829E-01 -5.36098187E-02 -4.68900158E-01  1.06308321E+00
 3.21061591E-01 -5.18422036E-02 -3.62920035E-01  1.00736334E+00
 2.73315839E-01 -4.85852096E-02 -2.47471774E-01  9.45925106E-01
 2.28053687E-01 -4.40886351E-02 -1.27539249E-01  8.84951393E-01
 1.85771035E-01 -3.86935217E-02 -7.35201884E-03  8.24663613E-01
 1.46931142E-01 -3.27926477E-02  1.09503997E-01  7.66181241E-01
 1.11959545E-01 -2.67841524E-02  2.20827601E-01  7.09885511E-01
 8.12394005E-02 -2.10243334E-02  3.25364533E-01  6.55580074E-01
 5.51072846E-02 -1.57859857E-02  4.27306439E-01  6.00672668E-01
 3.38495065E-02 -1.12280578E-02  5.30611842E-01  5.41289519E-01
 1.76989707E-02 -7.38094767E-03  6.63909602E-01  4.64105495E-01
 6.83262597E-03 -4.14962772E-03  9.36178887E-01  3.30757294E-01
 1.36952616E-03 -1.33429085E-03  1.50520690E+00  1.33846088E-01
 1.36952616E-03  1.30963711E-03  3.05590851E-01  6.37725012E-01
 6.83262597E-03  3.93249171E-03 -5.75390306E-01  9.87245743E-01
 1.76989707E-02  6.56482339E-03 -8.55839870E-01  1.19052184E+00
 3.38495065E-02  9.20890936E-03 -8.05461298E-01  1.17269900E+00
 5.51072846E-02  1.18615237E-02 -7.42930270E-01  1.13892369E+00
 8.12394005E-02  1.45127018E-02 -7.05582183E-01  1.11774410E+00
 1.11959545E-01  1.71451612E-02 -6.74387698E-01  1.09936897E+00
 1.46931142E-01  1.97342340E-02 -6.48575637E-01  1.08406446E+00
 1.85771035E-01  2.22480583E-02 -6.28733217E-01  1.07235851E+00
 2.28053687E-01  2.46477776E-02 -6.14907460E-01  1.06427997E+00
 2.73315839E-01  2.68875861E-02 -6.06465220E-01  1.05944602E+00
 3.21061591E-01  2.89146458E-02 -6.04346324E-01  1.05838643E+00
 3.70767829E-01  3.06691209E-02 -6.08788219E-01  1.06144919E+00
 4.21889961E-01  3.20847745E-02 -6.18756921E-01  1.06761479E+00
 4.73867884E-01  3.30906812E-02 -6.35030711E-01  1.07768240E+00
 5.26132116E-01  3.36145778E-02 -6.57774831E-01  1.09179797E+00
 5.78110039E-01  3.35881733E-02 -6.86836250E-01  1.10996941E+00
 6.29232171E-01  3.29543957E-02 -7.21626756E-01  1.13199052E+00
 6.78938409E-01  3.16761033E-02 -7.61368502E-01  1.15755921E+00
 7.26684161E-01  2.97453293E-02 -8.04984548E-01  1.18619446E+00
 7.71946313E-01  2.71917581E-02 -8.51185817E-01  1.21726191E+00
 8.14228965E-01  2.40889336E-02 -8.98502722E-01  1.24995569E+00
 8.53068858E-01  2.05567575E-02 -9.45623246E-01  1.28351178E+00
 8.88040455E-01  1.67591609E-02 -9.80150092E-01  1.29852763E+00
 9.18760600E-01  1.28964092E-02 -1.92039559E-01  7.40774656E-01
 9.44892715E-01  9.19224002E-03  1.17564820E-01  6.01881794E-01
 9.66150493E-01  5.87683548E-03  1.99882913E-01  5.55017241E-01
 9.82301029E-01  3.16733806E-03  2.62925247E-01  5.16859591E-01
 9.93167374E-01  1.24812496E-03  3.09481367E-01  4.86223895E-01
 9.98630474E-01  2.53243655E-04  3.52607795E-01  4.58736842E-01

# jhigh
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 3.29422735E+00 -1.34978881E-01  3.13716246E-02 -2.22749218E-01  3.28945830E+00
# x y Cp Mach
 1.39329247E+01 -6.33749941E-01  1.33613799E-01  6.69617605E-01
 1.38911194E+01 -1.99583879E+00  6.55696068E-02  7.64966633E-01
 1.36840949E+01 -3.37444006E+00  1.11418649E-02  8.36805903E-01
 1.33135716E+01 -4.74136230E+00 -2.53502776E-02  8.83953551E-01
 1.27851622E+01 -6.07135773E+00 -4.44940600E-02  9.08773088E-01
 1.21074825E+01 -7.34223898E+00 -4.96813294E-02  9.16110739E-01
 1.12913852E+01 -8.53483982E+00 -4.53376081E-02  9.11647884E-01
 1.03493192E+01 -9.63287143E+00 -3.57598408E-02  9.00693010E-01
 9.29480911E+00 -1.06227124E+01 -2.43563235E-02  8.87455232E-01
 8.14204774E+00 -1.14931620E+01 -1.34239901E-02  8.74773407E-01
 6.90559086E+00 -1.22351799E+01 -4.26313318E-03  8.64212454E-01
 5.60014346E+00 -1.28416321E+01  2.68421596E-03  8.56309827E-01
 4.24042394E+00 -1.33070575E+01  7.45214467E-03  8.50961148E-01
 2.84109212E+00 -1.36274675E+01  1.02853962E-02  8.47783962E-01
 1.41672613E+00 -1.38001871E+01  1.13852678E-02  8.46428188E-01
-1.81669880E-02 -1.38237431E+01  1.05686466E-02  8.46812172E-01
-1.44912222E+00 -1.36978013E+01  7.89022526E-03  8.48994134E-01
-2.86168406E+00 -1.34231531E+01  3.28386108E-03  8.53422567E-01
-4.24138488E+00 -1.30017476E+01 -3.69313241E-03  8.60917434E-01
-5.57374771E+00 -1.24367641E+01 -1.37502985E-02  8.72477600E-01
-6.84432585E+00 -1.17327138E+01 -2.76150870E-02  8.89012382E-01
-8.03878962E+00 -1.08955613E+01 -4.57870214E-02  9.11069156E-01
-9.14306770E+00 -9.93284694E+00 -6.83080927E-02  9.38584698E-01
-1.01435463E+01 -8.85379392E+00 -9.45742943E-02  9.70702319E-01
-1.10273239E+01 -7.66937866E+00 -1.23238665E-01  1.00570167E+00
-1.17825128E+01 -6.39234401E+00 -1.52253984E-01  1.04107070E+00
-1.23985707E+01 -5.03713718E+00 -1.79070418E-01  1.07372902E+00
-1.28666395E+01 -3.61975893E+00 -2.00975319E-01  1.10040212E+00
-1.31798628E+01 -2.15751948E+00 -2.15524004E-01  1.11811695E+00
-1.33336512E+01 -6.68706521E-01 -2.20972004E-01  1.12473434E+00
-1.33258680E+01  8.27817606E-01 -2.16629839E-01  1.11938994E+00
-1.31569134E+01  2.31306242E+00 -2.02999481E-01  1.10269136E+00
-1.28296979E+01  3.76836582E+00 -1.81672359E-01  1.07658750E+00
-1.23495062E+01  5.17582495E+00 -1.55051261E-01  1.04399001E+00
-1.17237679E+01  6.51866950E+00 -1.25928005E-01  1.00824718E+00
-1.09617590E+01  7.78155377E+00 -9.70344206E-02  9.72619763E-01
-1.00742650E+01  8.95075476E+00 -7.06577550E-02  9.39854776E-01
-9.07323576E+00  1.00142750E+01 -4.84330980E-02  9.11922984E-01
-7.97146069E+00  1.09618589E+01 -3.12121267E-02  8.89879365E-01
-6.78228497E+00  1.17849399E+01 -1.90980290E-02  8.73885111E-01
-5.51938064E+00  1.24765367E+01 -1.15865675E-02  8.63361279E-01
-4.19657889E+00  1.30311236E+01 -7.96882944E-03  8.57310889E-01
-2.82776316E+00  1.34444924E+01 -7.31667346E-03  8.54545120E-01
-1.42681747E+00  1.37136269E+01 -8.54801384E-03  8.53905159E-01
-7.62035314E-03  1.38366026E+01 -1.04284905E-02  8.54396206E-01
 1.41592745E+00  1.38125259E+01 -1.18376908E-02  8.55225999E-01
 2.82985524E+00  1.36415170E+01 -1.27434698E-02  8.56433079E-01
 4.22006913E+00  1.33247449E+01 -1.38011037E-02  8.58541343E-01
 5.57230839E+00  1.28645141E+01 -1.59744201E-02  8.62426186E-01
 6.87212672E+00  1.22644023E+01 -2.00915719E-02  8.68835969E-01
 8.10491375E+00  1.15294451E+01 -2.64598720E-02  8.78091093E-01
 9.25597162E+00  1.06663605E+01 -3.48874299E-02  8.89763750E-01
 1.03106610E+01  9.68380386E+00 -4.41224201E-02  9.02250020E-01
 1.12546293E+01  8.59263813E+00 -5.17905899E-02  9.12582358E-01
 1.20741334E+01  7.40620568E+00 -5.43845889E-02  9.16413604E-01
 1.27564653E+01  6.14058004E+00 -4.75753810E-02  9.08355093E-01
 1.32904898E+01  4.81477553E+00 -2.69693417E-02  8.82781012E-01
 1.36672994E+01  3.45088606E+00  1.07108100E-02  8.35050727E-01
 1.38809901E+01  2.07411693E+00  6.53842662E-02  7.62943590E-01
 1.39295561E+01  7.12660794E-01  1.29846869E-01  6.65461134E-01
