# EulerBlock output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil
# 2022-09
# Rev: 2024-04

# Reference chord for forces
 1.00000000E+00
# Reference x-y coordinates for moments
 2.50000000E-01 0.00000000E+00
# Free-stream conditions (Mach and alpha [deg])
 8.50000000E-01 2.09813707E-01

# ilow
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 1.90262120E-01  2.57235109E+01 -1.84912871E+02  2.57226417E+01  2.84458588E-01
# x y Cp Mach
 9.66150493E-01  5.90909116E-03  2.40363080E-01  6.02352670E-01
 9.82301029E-01  3.14596221E-03  3.05735254E-01  5.66315936E-01
 9.93167374E-01  1.22982909E-03  3.65585139E-01  5.29774944E-01
 9.98630474E-01  2.48380899E-04  4.27647034E-01  4.92029455E-01

# jhigh
# Total forces and moments (Cx, Cy, Cm, Cl, Cd)
 4.07042005E+00 -4.77305550E-01 -3.86079032E-03 -4.92207951E-01  4.06864490E+00
# x y Cp Mach
 1.39543907E+01 -7.64091293E-01  1.46156083E-01  6.48520952E-01
 1.39021963E+01 -2.11692315E+00  8.32687934E-02  7.40308124E-01
 1.36868946E+01 -3.48433002E+00  3.18989938E-02  8.09414797E-01
 1.33106208E+01 -4.83863640E+00 -3.24209567E-03  8.55468829E-01
 1.27792698E+01 -6.15516750E+00 -2.26301780E-02  8.80840420E-01
 1.21016055E+01 -7.41233889E+00 -2.93759841E-02  8.90145120E-01
 1.12884977E+01 -8.59159277E+00 -2.75804430E-02  8.88728199E-01
 1.03522869E+01 -9.67723211E+00 -2.11597412E-02  8.81529861E-01
 9.30627173E+00 -1.06561904E+01 -1.31895719E-02  8.72390773E-01
 8.16431143E+00 -1.15177662E+01 -5.67740013E-03  8.63815268E-01
 6.94053249E+00 -1.22533463E+01  3.59634270E-04  8.57062019E-01
 5.64912894E+00 -1.28561356E+01  4.63715028E-03  8.52434936E-01
 4.30424276E+00 -1.33209099E+01  7.36257475E-03  8.49630228E-01
 2.91991045E+00 -1.36438037E+01  8.94954232E-03  8.48095799E-01
 1.51006097E+00 -1.38221421E+01  9.76529360E-03  8.47346341E-01
 8.85496914E-02 -1.38543222E+01  9.75317617E-03  8.47262831E-01
-1.33078716E+00 -1.37397481E+01  8.63825259E-03  8.48058407E-01
-2.73407308E+00 -1.34788203E+01  6.12511251E-03  8.50340669E-01
-4.10734207E+00 -1.30729751E+01  1.51661781E-03  8.55191530E-01
-5.43651434E+00 -1.25247710E+01 -6.17018656E-03  8.63969940E-01
-6.70741066E+00 -1.18380110E+01 -1.79905989E-02  8.78046516E-01
-7.90581735E+00 -1.10178900E+01 -3.48303031E-02  8.98498190E-01
-9.01761103E+00 -1.00711504E+01 -5.71495991E-02  9.25800669E-01
-1.00289485E+01 -9.00622723E+00 -8.47393231E-02  9.59570652E-01
-1.09265207E+01 -7.83335920E+00 -1.16544210E-01  9.98417101E-01
-1.16978644E+01 -6.56464557E+00 -1.50619587E-01  1.03994078E+00
-1.23317145E+01 -5.21402525E+00 -1.84264182E-01  1.08089464E+00
-1.28183755E+01 -3.79716307E+00 -2.14330994E-01  1.11750970E+00
-1.31500815E+01 -2.33123437E+00 -2.37681428E-01  1.14598728E+00
-1.33213123E+01 -8.34610336E-01 -2.51703480E-01  1.16311237E+00
-1.33290351E+01  6.73541774E-01 -2.54785163E-01  1.16686467E+00
-1.31728437E+01  2.17371760E+00 -2.46605681E-01  1.15683829E+00
-1.28549828E+01  3.64656008E+00 -2.28212164E-01  1.13433415E+00
-1.23802538E+01  5.07333154E+00 -2.01784353E-01  1.10205336E+00
-1.17558131E+01  6.43633812E+00 -1.70242552E-01  1.06355136E+00
-1.09908868E+01  7.71927795E+00 -1.36745681E-01  1.02261071E+00
-1.00964304E+01  8.90749558E+00 -1.04207643E-01  9.82695937E-01
-9.08476661E+00  9.98813646E+00 -7.49244804E-02  9.46568350E-01
-7.96923133E+00  1.09502071E+01 -5.03910215E-02  9.16059032E-01
-6.76385216E+00  1.17845543E+01 -3.14115239E-02  8.92080216E-01
-5.48307752E+00  1.24837842E+01 -1.80417990E-02  8.74671658E-01
-4.14156566E+00  1.30421413E+01 -9.93620475E-03  8.63249684E-01
-2.75403592E+00  1.34553710E+01 -6.11165085E-03  8.56692690E-01
-1.33517878E+00  1.37205853E+01 -5.23398097E-03  8.53700862E-01
 1.00383606E-01  1.38361468E+01 -6.34279375E-03  8.53252315E-01
 1.53809751E+00  1.38015868E+01 -8.18770692E-03  8.54370226E-01
 2.96345209E+00  1.36175647E+01 -1.03781339E-02  8.56674640E-01
 4.36194263E+00  1.32858759E+01 -1.28256262E-02  8.60197796E-01
 5.71903809E+00  1.28095111E+01 -1.64699723E-02  8.65519880E-01
 7.02016851E+00  1.21927658E+01 -2.17447448E-02  8.73037125E-01
 8.25074793E+00  1.14413965E+01 -2.88259854E-02  8.82780742E-01
 9.39624781E+00  1.05628181E+01 -3.71985709E-02  8.94054301E-01
 1.04423354E+01  9.56633157E+00 -4.55880541E-02  9.05169832E-01
 1.13750903E+01  8.46336955E+00 -5.16279432E-02  9.13179751E-01
 1.21813102E+01  7.26774452E+00 -5.19672062E-02  9.13914982E-01
 1.28489166E+01  5.99588021E+00 -4.25566223E-02  9.02309538E-01
 1.33674682E+01  4.66700379E+00 -1.94440889E-02  8.73161916E-01
 1.37287874E+01  3.30327104E+00  2.00263887E-02  8.22226487E-01
 1.39277048E+01  1.92978870E+00  7.50839479E-02  7.46220940E-01
 1.39629195E+01  5.74485622E-01  1.35516808E-01  6.42305986E-01
